 TTY,NAME,RXCUI,TTY,PARENT NDC FROM CDC,PARENT RXCUI,STRING MATCH
,homatropine methylbromide 0.3 MG/ML / Hydrocodone ,992671,,,,HYDROCODONE
,homatropine methylbromide 1.5 MG / Hydrocodone Bit,992733,,,,HYDROCODONE
,Acetaminophen 24 MG/ML / Codeine Phosphate 2.4 MG/,993767,,,,CODEINE
,Acetaminophen 300 MG / Codeine Phosphate 60 MG Ora,993890,,,,CODEINE
,Acetaminophen 300 MG / Codeine Phosphate 60 MG Ora,993892,,,,CODEINE
,Acetaminophen 650 MG / Codeine Phosphate 30 MG Ora,994220,,,,CODEINE
,Codeine Phosphate 1.26 MG/ML / Guaifenesin 20 MG/M,995440,,,,CODEINE
,Codeine Phosphate 1.5 MG/ML / Guaifenesin 45 MG/ML,995443,,,,CODEINE
,Codeine Phosphate 10 MG / Guaifenesin 300 MG Oral ,995450,,,,CODEINE
,Codeine Phosphate 10 MG / Guaifenesin 400 MG Oral ,995478,,,,CODEINE
,Codeine Phosphate 2 MG/ML / Guaifenesin 40 MG/ML O,995483,,,,CODEINE
,Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML O,995868,,,,CODEINE
,Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML O,995872,,,,CODEINE
,Codeine Phosphate 0.5 MG/ML / Guaifenesin 15 MG/ML,995940,,,,CODEINE
,Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML /,995983,,,,CODEINE
,Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML /,995993,,,,CODEINE
,Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML /,996216,,,,CODEINE
,Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML /,996263,,,,CODEINE
,Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML O,996462,,,,CODEINE
,Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML O,996484,,,,CODEINE
,Codeine Phosphate 2 MG/ML / Guaifenesin 60 MG/ML O,996512,,,,CODEINE
,Codeine Phosphate 20 MG / Guaifenesin 400 MG Oral ,996727,,,,CODEINE
,Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochl,996757,,,,CODEINE
,Codeine sulfate 15 MG Oral Tablet,997170,,,,CODEINE
,Buprenorphine 2 MG / Naloxone 0.5 MG Oral Strip [S,1010603,,,,NALOXONE
,Buprenorphine 8 MG / Naloxone 2 MG Oral Strip [Sub,1010606,,,,NALOXONE
,Acetaminophen 650 MG / Codeine Phosphate 30 MG Ora,1012160,,,,CODEINE
,Acetaminophen 300 MG / Oxycodone Hydrochloride 5 M,1014615,,,,
,Acetaminophen 20 MG/ML / Hydrocodone Bitartrate 0.,1044431,,,,HYDROCODONE
,Acetaminophen 500 MG / Oxycodone Hydrochloride 7.5,1049233,,,,
,Acetaminophen 650 MG / Oxycodone Hydrochloride 10 ,1049270,,,,
,12 HR Oxycodone Hydrochloride 10 MG Extended Relea,1049502,,,,
,12 HR Oxycodone Hydrochloride 20 MG Extended Relea,1049563,,,,
,12 HR Oxycodone Hydrochloride 40 MG Extended Relea,1049584,,,,
,Ibuprofen 400 MG / Oxycodone Hydrochloride 5 MG Or,1049589,,,,
,12 HR Oxycodone Hydrochloride 80 MG Extended Relea,1049599,,,,
,Oxycodone Hydrochloride 20 MG/ML Oral Solution [Ro,1049617,,,,
,Acetaminophen 500 MG / Oxycodone Hydrochloride 7.5,1049647,,,,
,Acetaminophen 650 MG / Oxycodone Hydrochloride 10 ,1049650,,,,
,Acetaminophen 500 MG / Oxycodone Hydrochloride 5 M,1049658,,,,
,Oxycodone Hydrochloride 5 MG Oral Capsule,1049696,,,,
,Acetaminophen 500 MG / Oxycodone Hydrochloride 5 M,1050496,,,,
,Codeine Phosphate 4 MG/ML / Guaifenesin 40 MG/ML O,1085618,,,,CODEINE
,Codeine Phosphate 1.26 MG/ML / Guaifenesin 20 MG/M,1086926,,,,CODEINE
,Chlorpheniramine Maleate 0.4 MG/ML / Codeine Phosp,1099631,,,,CODEINE
,Oxycodone Hydrochloride 7.5 MG Oral Tablet [Oxecta,1113316,,,,
,Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochl,1113392,,,,CODEINE
,Chlorpheniramine Maleate 0.4 MG/ML / Codeine Phosp,1114003,,,,CODEINE
,Codeine Phosphate 1.6 MG/ML / Guaifenesin 40 MG/ML,1114030,,,,CODEINE
,Codeine Phosphate 1.6 MG/ML / Guaifenesin 40 MG/ML,1114110,,,,CODEINE
,24 HR Morphine Sulfate 45 MG Extended Release Oral,1190284,,,,MORPHINE
,1 ML Naloxone Hydrochloride 0.4 MG/ML Cartridge,1191234,,,,NALOXONE
,2 ML Naloxone Hydrochloride 1 MG/ML Prefilled Syri,1191250,,,,NALOXONE
,Morphine Sulfate 40 MG Extended Release Oral Capsu,1303738,,,,MORPHINE
,Buprenorphine 4 MG / Naloxone 1 MG Oral Strip [Sub,1307058,,,,NALOXONE
,Buprenorphine 12 MG / Naloxone 3 MG Oral Strip [Su,1307063,,,,NALOXONE
,Fentanyl 0.012 MG/HR Transdermal System,1359517,,,,FENTANYL
,Fentanyl 0.1 MG/HR Transdermal System,1359673,,,,FENTANYL
,Fentanyl 0.075 MG/HR Transdermal System [Duragesic,1359845,,,,FENTANYL
,Fentanyl 0.025 MG/HR Transdermal System,1359916,,,,FENTANYL
,Fentanyl 0.1 MG/HR Transdermal System [Duragesic],1359953,,,,FENTANYL
,Fentanyl 0.025 MG/HR Transdermal System [Duragesic,1360071,,,,FENTANYL
,Fentanyl 0.075 MG/HR Transdermal System,1360194,,,,FENTANYL
,Fentanyl 0.012 MG/HR Transdermal System [Duragesic,1360332,,,,FENTANYL
,Fentanyl 0.05 MG/HR Transdermal System,1360341,,,,FENTANYL
,Buprenorphine 0.01 MG/HR Transdermal System [BuTra,1360440,,,,BUPRENORPHINE
,Fentanyl 0.05 MG/HR Transdermal System [Duragesic],1360489,,,,FENTANYL
,Buprenorphine 0.005 MG/HR Transdermal System [BuTr,1360504,,,,BUPRENORPHINE
,Buprenorphine 0.02 MG/HR Transdermal System [BuTra,1360516,,,,BUPRENORPHINE
,Chlorpheniramine Maleate 0.8 MG/ML / Hydrocodone B,1372873,,,,HYDROCODONE
,Acetaminophen 20 MG/ML / Hydrocodone Bitartrate 0.,1442445,,,,HYDROCODONE
,Acetaminophen 325 MG / Hydrocodone Bitartrate 5 MG,1495474,,,,HYDROCODONE
,Acetaminophen 325 MG / Hydrocodone Bitartrate 7.5 ,1495476,,,,HYDROCODONE
,Acetaminophen 300 MG / Oxycodone Hydrochloride 5 M,1537116,,,,
,Acetaminophen 300 MG / Oxycodone Hydrochloride 10 ,1537120,,,,
,Acetaminophen 300 MG / Oxycodone Hydrochloride 7.5,1537122,,,,
,Buprenorphine 0.0075 MG/HR Transdermal System [BuT,1543001,,,,BUPRENORPHINE
,Guaifenesin 40 MG/ML / Hydrocodone Bitartrate 0.5 ,1650982,,,,HYDROCODONE
,Naloxone Hydrochloride 40 MG/ML Nasal Spray [Narca,1725064,,,,NALOXONE
,12 HR Hydrocodone Bitartrate 10 MG Extended Releas,1860492,,,,HYDROCODONE
,12 HR Hydrocodone Bitartrate 20 MG Extended Releas,1860496,,,,HYDROCODONE
